"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LTR81B",6.87415777504179,-0.422193037919696,0.21225893424029,0.00639000832464619,0.0432719223613061
"LTR82B",13.221195667698,-0.463486825745767,0.191611973489075,0.00196536302445171,0.0175946785046153
"LTR86C",5.75394163218567,-0.450553164568376,0.220954866502438,0.00528093551334008,0.0373640383632018
"LTR88a",4.94059493793332,-0.680488705790383,0.316171066863253,0.00196197699577443,0.0175946785046153
"LTR9B",145.84922904958,-0.290320247505956,0.366120435935044,8.83673078804883e-05,0.00182033258252056
"MamGyp-int",9.66532098064918,0.697054970487309,0.193783350747704,3.69825187853374e-05,0.00101393739003133
"MamRep137",66.7924176503296,-0.278770964322379,0.114289971245696,0.0049753580280789,0.0353922765673072
"MER104",21.0083549517816,-0.314427627425833,0.141987446479274,0.00675943673583187,0.045154409869821
"MER106A",10.2133376740778,-0.376835065412168,0.161791901931699,0.00385695236599396,0.0291709730669428
"MER107",12.9261633488465,0.486242496149101,0.160701641998242,0.000420063565460294,0.00547330348659155
"MER112",62.7349008601291,-0.337138142601075,0.085959450100148,2.49354865271635e-05,0.000745797733403345
"MER119",87.9471669543512,-0.526794498748895,0.263786355937171,0.00300536626781353,0.0241162317587964
"MER126",3.23141888656929,-0.920198420516119,0.326883027714941,0.000317559820851977,0.00458903012872711
"MER1A",366.319356049373,-0.233580646799078,0.0746123327512134,0.000794037768481855,0.0093299437796618
"MER34A1",35.8644464747547,-0.517395544965956,0.216814108463649,0.00141041284070992,0.0136478183703989
"MER34C",3.31589648011868,-0.867746292125298,0.324964530383051,0.000471482603031151,0.006023991316398
"MER45C",30.4704131581601,0.608725440680571,0.27381921534309,0.00303710035403603,0.024142771142501
"MER48",22.3484812308949,-0.573281529519139,0.294043086979257,0.00271478727707084,0.022687302836774
"MER4B",127.366901695953,0.221871987461562,0.0851650353833795,0.00471891915228706,0.0342917726625
"MER51A",435.165640621459,0.442729856722496,0.184498693148673,0.00300068418217536,0.0241162317587964
"MER51B",43.7824925800793,0.494866390300905,0.185085553473539,0.00117985042503684,0.0120835938450684
"MER53",18.4779178157634,-0.360889956447611,0.119675604901018,0.000643475747235582,0.00769830984874569
"MER54A",56.4303553201832,0.617990243206773,0.1614311741334,1.8359090707019e-05,0.000589282033425292
"MER57C1",30.4607437796918,-0.571774597184681,0.293328771900949,0.00283842297213436,0.0233460289458051
"MER57D",16.5935885012841,-0.739517471931185,0.231197234097405,7.01029156450114e-05,0.00159958869296381
"MER61-int",94.9281676661233,-0.74228694709294,0.238330397668722,8.55640641980978e-05,0.00181616626588221
"MER61D",12.9161240350719,0.666854361264664,0.22281705704926,0.000287345469897184,0.00424883863353589
"MER65-int",389.863435957235,-2.20836762691777,0.537619461673509,9.64087413805177e-07,6.34369518283806e-05
"MER66A",60.7896019639216,2.53988496038929,0.364673816895123,8.12572512252892e-13,2.67336356531202e-10
"MER66C",15.9269019831644,1.111210676778,0.182593934332364,1.30366358357805e-10,3.43124255197743e-08
"MER67C",73.680036090867,0.425191028619485,0.120735970592642,8.94112293087557e-05,0.00182033258252056
"MER72B",3.44060111048345,0.742305004201292,0.281113997596122,0.000944750058161634,0.0103761285890479
"MER75",38.1929719403886,-0.651550728472536,0.299643977026134,0.00131504890651368,0.0129938226762033
"MER75B",2.83231802141049,1.0539661446972,0.315724425411004,8.99100439694803e-05,0.00182033258252056
"MER76-int",23.5556886111815,-0.539444360141606,0.179883496836298,0.000244269465834045,0.00373789089578608
"MER89",32.0722155069161,0.47725592142603,0.120656461419386,1.29256261392579e-05,0.000459733081061174
"MER89-int",32.82653048095,1.29088447811327,0.306544834748257,3.00756063559292e-06,0.000158317991857611
"MER92A",4.69353089834466,-1.9685012212107,0.492784674445107,2.15638184502105e-06,0.000118241604501988
"MER92B",79.5812715954677,0.384221562386625,0.121292867816164,0.000378303667803948,0.0052275850716638
"MER97b",3.70491995051219,-1.90033263059623,0.616978013191347,5.96789140042873e-05,0.00147265698304773
"MER9a3",48.5231095232763,-0.452740185418065,0.160129618517496,0.000587754718022709,0.00716190008257301
"MLT1E1",74.4959317538512,0.615781562248668,0.148601607740108,4.69075128265161e-06,0.000205767622932317
